date,close,return,ma_10,ma_50,volatility,rsi,macd,bb_high,bb_low
2023-11-07,25975.617489457476,-0.006475183761646575,25894.970605599527,25106.249320538238,0.030045420747970772,68.80715691770938,353.5361132441285,27136.88170688263,23053.625832220136
2023-11-08,26061.181677742476,0.0032940194133874723,25965.62550742581,25091.254531612547,0.029966287873609568,67.00530933227817,357.46125862151894,27230.43988458788,23140.776517002854
2023-11-09,24792.282994909037,-0.04868922286502231,25947.74701370127,25054.255839666737,0.033867788407159906,52.05324457542827,255.24019544476687,27229.375079268957,23134.082501494875
2023-11-10,24680.921087671606,-0.004491797195937952,25893.674136920938,25022.512464469182,0.03369140933979995,51.42474886273648,163.3601767609107,27228.86251544951,23143.005570591107
2023-11-11,24925.9486886817,0.009927814287793657,25764.602305895263,24970.81637460821,0.030864994213964533,48.77462577541027,109.05911403492428,27228.989193423164,23184.74902562733
2023-11-12,25871.822415533767,0.037947351118537975,25729.844279197994,24937.673203629845,0.03369577164704052,53.27291094149422,140.72702185848902,27245.24543708349,23370.28262509976
2023-11-13,25562.47936168841,-0.011956755456841162,25558.9699516819,24912.35144396984,0.030543897780128143,53.77809592530996,139.25739523848097,27082.907042414994,23772.426719818624
2023-11-14,25071.364315099745,-0.019212340072329526,25514.866127206813,24865.636961246975,0.023443369518336688,49.068560214084066,97.34173083409769,26942.73496548855,24053.92232157718
2023-11-15,24781.94233848046,-0.01154392608961341,25386.847095922396,24829.315782172653,0.022128306098094123,40.255589883197466,40.30472234440458,26919.212595890272,24107.24495133531
2023-11-16,25373.860343254335,0.023885052942551832,25309.7420712519,24801.52332608304,0.02385927103265705,44.68276931137105,42.37682465103353,26878.007591793128,24239.401350789052
2023-11-17,25607.776322202455,0.009218777741492046,25272.9579545264,24804.097719077232,0.024100592930559453,38.33988502762379,62.1773039851214,26885.72510587861,24282.203454247316
2023-11-18,25294.23457846289,-0.012244005094176003,25196.26324459844,24816.81215986892,0.02428157906000709,48.08213516746945,51.97004978633777,26885.22307061002,24276.66568141423
2023-11-19,25644.096484407724,0.013831685827834006,25281.44459354831,24833.60351590219,0.018486469970351988,46.191302362435756,71.28987389643589,26886.95948698856,24342.232120261015
2023-11-20,25731.977231940906,0.003426938733700924,25386.55020797524,24842.49773858009,0.01827274513748056,46.24128863917534,92.6244980150077,26899.700205185025,24380.524139711157
2023-11-21,26380.837980228494,0.025216124763322245,25532.03913712992,24861.696713238172,0.01939822360143086,53.392337401259766,160.0450808999085,26925.74256642438,24370.898876600804
2023-11-22,25944.20009513131,-0.016551327346933764,25539.276905089675,24873.124453498483,0.0168718690018997,49.075048303105305,176.21208713075248,26891.851278390313,24377.269905897352
2023-11-23,25757.620987853123,-0.0071915536649441725,25558.79106770614,24884.13307924485,0.01654805900402948,59.20888644141713,171.98662662126662,26556.840122419733,24560.920896968306
2023-11-24,25530.884278975347,-0.008802703828303948,25604.743064093705,24908.737519163453,0.015433322981996664,57.93362454983302,148.6288602532586,26557.617214533875,24561.99197676664
2023-11-25,24622.294393721528,-0.035587873703303075,25588.77826961781,24923.430493633623,0.019182329744757854,47.478070201735115,56.15473495604965,26539.34567889539,24436.27968664482
2023-11-26,24829.19570406111,0.008403006926614331,25534.31180569849,24947.2855292685,0.01755291067649384,40.12907900089901,-0.4314949785657518,26465.061093557953,24378.992783392438
2023-11-27,25016.069710828455,0.007526381804497273,25475.14114456109,24961.912011050754,0.017440220201165254,44.7041372234631,-29.853190313664527,26397.96600961745,24350.133089470037
2023-11-28,25044.283745235065,0.0011278364160616228,25450.146061238305,24972.444737232137,0.01709350764052486,49.711659388466416,-50.31347661711334,26303.517622340136,24342.891683496615
2023-11-29,24922.45136069959,-0.004864678334378647,25377.98154886749,25001.663261246573,0.01631264981053906,51.5514392036737,-75.48906520393575,26296.824060831023,24362.60208158478
2023-11-30,24065.51110015757,-0.03438426855126031,25211.33493568916,25009.47199744602,0.018903424880922795,36.35250208328711,-162.71316177299013,26384.835997615446,24213.04914604895
2023-12-01,23836.50049415175,-0.009516133069134014,24956.901187081483,25016.7854458379,0.015267427988491953,31.504749602367184,-247.46550045549884,26504.486791321862,23984.453532889536
2023-12-02,23656.10912608232,-0.007567862913169243,24728.092090176586,25027.965610251427,0.015101468812889039,32.40584284445909,-325.4369803467016,26542.31576422936,23725.053231036894
2023-12-03,23205.296269456354,-0.01905693173054046,24472.859618336908,25022.603601031926,0.015399300779351893,24.362216996235105,-418.7793422675604,26649.816274612014,23381.83441143104
2023-12-04,23134.934497644816,-0.0030321427916502053,24233.264640203855,25003.264358031374,0.015567689718081937,22.59776727152034,-492.75131312193844,26756.011029418987,23081.996674878574
2023-12-05,23391.761684795503,0.011101271420363545,24110.21136931125,24977.35681225039,0.013845408110485194,15.616791472552265,-524.6035225015657,26809.42933346693,22889.560305462135
2023-12-06,24518.183723838745,0.04815464753026322,24079.110171289016,24983.842904283338,0.021641292000460517,35.84316286975525,-453.7235407242988,26755.777128539143,22857.644848448363
2023-12-07,24649.71017979051,0.005364445320795941,24042.474218185223,24996.216171275093,0.021556715698021717,38.87961499704896,-382.5280138915514,26671.73480933238,22845.880553413925
2023-12-08,24833.073452170498,0.007438759768069181,24021.353188878766,25007.79577926125,0.02172634084565897,42.93437325984884,-307.7614795291265,26632.551831463385,22838.947418653686
2023-12-09,24811.688503261787,-0.0008611478941541462,24010.276903134985,25006.63212526292,0.021676596291646578,52.33770103782756,-247.3823789640519,26542.932875735467,22845.32557626701
2023-12-10,23646.301349189427,-0.04696928038247605,23968.35592803817,24987.621831548637,0.024108394210440868,38.19313139040389,-290.2230004534431,26427.416398578138,22752.274465149192
2023-12-11,23654.273773318437,0.00033715311376947277,23950.13325595484,24970.56235984335,0.023944914657645595,35.90403740940967,-319.8442284652847,26129.04390543054,22777.990537605787
2023-12-12,23713.545593975992,0.0025057552485256984,23955.876902744207,24967.754792038744,0.02382656328110663,36.31351531594152,-334.67855841110577,25891.97482105458,22791.994171866216
2023-12-13,25197.56424315551,0.06258105281213222,24155.103700114123,25008.417629678162,0.02965493924988358,52.21020685827709,-224.10364195649163,25773.905188543846,22854.058129907186
2023-12-14,25101.58611319997,-0.003809024119528215,24351.76886166964,25037.286770606584,0.02968997584223633,59.48312714185778,-142.57336003600722,25688.32199475097,22896.711507122527
2023-12-15,25315.920613833016,0.00853868355834031,24544.18475457339,25053.926388145606,0.029676894424258336,63.5775132336574,-59.97368201320569,25790.3482056845,22864.04791820014
2023-12-16,25319.26752429126,0.0001322057573689417,24624.29313461864,25071.024810837665,0.026197680768145645,65.77647349449072,5.6916162123015965,25865.778150768427,22837.625155139234
2023-12-17,24604.834994709236,-0.02821695094048826,24619.805616110512,25061.06990779655,0.02802443567273999,62.643476466244955,0.08215672189908219,25818.155095540722,22844.12473875501
2023-12-18,25332.413999187225,0.02957057036287547,24669.739670812185,25060.6255345907,0.029497643612997882,67.74494913947572,53.72683517955011,25866.840330951323,22824.252528739627
2023-12-19,25833.953385278557,0.01979832581716945,24771.966159013864,25077.88324365318,0.029965115269898722,68.9712575752507,135.15270995360697,26034.87116324703,22747.371898901816
2023-12-20,26370.67439981824,0.02077579867607615,25044.403464076742,25100.86373454005,0.024141365709306327,65.84176703062163,240.22306075178858,26363.429114017712,22649.330278097204
2023-12-21,25797.51606237627,-0.021734686369868417,25258.727692982528,25092.480715808808,0.026170738826657956,59.12624678229193,274.0835188091078,26518.754345042984,22690.106603894386
2023-12-22,26728.02879765325,0.036069857773402436,25560.176013350254,25102.653238111743,0.02736819689248112,63.46683462043084,371.7178449580533,26837.78061213615,22678.272303958314
2023-12-23,25818.03893704258,-0.034046276569806966,25622.22348273896,25073.589564115606,0.024587515734243812,56.34982106625593,371.38409058207253,26884.283878935177,22893.043303917908
2023-12-24,26222.644458434996,0.015671427345006705,25734.32931726246,25087.794402087293,0.024784738235963284,67.98253087698698,399.16652871102633,26942.861720430723,23143.23645850138
2023-12-25,27684.855579833275,0.05576139064524943,25971.22281386249,25120.248860657466,0.029631526801753884,73.38548586166885,533.0281121006847,27333.883313815197,23181.52425462068
2023-12-26,27026.96905771756,-0.02376340812826716,26141.992967205115,25137.890030012633,0.03137235611871434,67.97585989092306,579.3500504611256,27571.325970791346,23194.960131032414
2023-12-27,26671.363246389534,-0.013157443240069289,26348.645792373147,25151.80494515127,0.02981754847500197,59.111133611840266,580.672472484177,27716.09628014701,23252.355128336647
2023-12-28,26764.4805535422,0.003491284127191019,26491.852447808644,25165.87092266727,0.028895592099925264,60.28377302173583,582.5193692553366,27860.66015153295,23300.93196708788
2023-12-29,26454.363425251366,-0.011586891352905027,26553.893451805925,25199.112531274113,0.028921123536830212,56.9579966767414,552.5892824829825,27944.486558818975,23381.373052000814
2023-12-30,25455.272439784847,-0.03776658577665337,26462.35325580259,25214.599558316382,0.030734714114728053,50.74104461695423,443.1429047468264,27832.79342045958,23673.963299419745
2023-12-31,25524.359942298866,0.0027140743701505876,26435.037643794843,25226.567783388724,0.030053066946458606,55.38917473904199,357.85551037065306,27682.792967606685,24010.97236917069
2024-01-01,24872.018743311517,-0.02555759284315262,26249.436638360676,25206.571709944274,0.02792756496729133,47.277695698482766,234.91816260262203,27516.75650626927,24292.856145441652
2024-01-02,25191.370757341047,0.012839810765879589,26186.76982039052,25199.149537857335,0.026760922504318652,46.116761003151055,161.39797202202317,27517.02119098229,24291.972112147196
2024-01-03,24637.523208901686,-0.02198560585584497,26028.25769543719,25190.472715733373,0.02662593892643493,39.54790035642714,57.77581916147028,27554.670599561217,24207.916413138435
2024-01-04,25616.82435400796,0.039748360125438476,25821.45457285466,25207.170356043916,0.02269712282479916,48.961191624694216,54.052846938328,27553.64640409446,24239.03098262269
2024-01-05,25140.829628000072,-0.018581332308405973,25632.84062988291,25202.509741738835,0.022340972383122503,40.37191476459324,12.548912245056272,27559.658775357773,24215.174821730256
2024-01-06,24963.548114911515,-0.0070515379051419025,25462.05911673511,25189.625177593018,0.022236703198493843,44.310858706795834,-34.25353805725172,27526.5898860291,24284.115023079157
2024-01-07,25496.218567979344,0.021337930434241814,25335.23291817882,25193.664857383348,0.023779079235063588,45.244599843435566,-28.039540892030345,27524.21379584614,24302.87157014133
2024-01-08,24737.155145564157,-0.029771607910848985,25163.5120902101,25175.526030606474,0.02503581576594393,28.7469098332801,-83.40355355191423,27553.28526412625,24164.12027788977
2024-01-09,24902.560093002274,0.006686498365103155,25108.240855531847,25158.937687827703,0.022685221290717313,33.51196795547064,-112.63475223850764,27513.36092903118,24057.23318230325
2024-01-10,25741.24267781154,0.033678568857060664,25129.92912908311,25146.145781779363,0.025351055380492815,43.28466982941138,-67.3496475524662,27510.646738483705,24054.320034394255
2024-01-11,24732.5185194555,-0.039187080864030666,25115.97910669751,25121.912150265845,0.02724144256539666,37.04264396043603,-111.57037135616338,27411.43559134893,23953.980153709246
2024-01-12,24871.412546111675,0.005615846463307594,25083.983285574574,25104.18798143102,0.02695061609528145,39.68053898838256,-133.86491498641772,27399.967054521094,23870.786051444
2024-01-13,25057.875263392507,0.007497069856210681,25126.018491023653,25094.72780111936,0.025989343035985105,47.102297507723264,-134.93210517020634,27336.997122506284,23817.279063954564
2024-01-14,25572.703638632476,0.020545571794432727,25121.606419486106,25113.73598601758,0.023478201726639263,50.33099203775666,-93.16160480878898,26925.79684648033,24017.264145860438
2024-01-15,24807.471993649084,-0.029923767771952048,25088.27065605101,25113.301511809343,0.024720843789329486,49.56479895485799,-120.4178784296164,26643.726604129435,24077.384681804484
2024-01-16,24013.34970444481,-0.03201141532710694,24993.250815004336,25093.247111681663,0.026583224307165434,42.53520292237877,-203.74901184764894,26489.608515527954,23965.701416211497
2024-01-17,24350.70218766035,0.014048539140422367,24878.699176972437,25079.37548053017,0.025916423561824907,48.13121918296102,-239.8037016269409,26200.526057760188,24013.406037391076
2024-01-18,24555.847523153036,0.008424616830829734,24860.568414731322,25072.04340377924,0.024519392577854158,42.31160462485915,-248.95400216541384,25928.375390940517,24095.70511400091
2024-01-19,24734.179976644522,0.007262321258646898,24843.73040309555,25085.416781308977,0.024538715677208837,46.9203456967989,-239.0600076972005,25875.480897428548,24076.49036119885
2024-01-20,24973.141965778275,0.009661205237424308,24766.920331892223,25108.149610741508,0.021861416666981083,50.07198400438943,-209.52147719778804,25810.15950331979,24086.689957655544
2024-01-21,24573.556259938592,-0.01600061803946229,24751.02410594053,25126.498553418638,0.018553467590883364,42.93606128334749,-215.86682753220884,25811.00067112578,24056.002541512258
2024-01-22,24740.812298542645,0.006806342429025003,24737.96408118363,25157.208874000364,0.018600744754231416,50.03078937830777,-205.03587297643753,25783.719431070927,24038.22793568727
2024-01-23,24946.824387135,0.008326811832467085,24726.85899355788,25193.446671790163,0.018641538480596465,50.37012805327057,-177.77947845982635,25789.692216753556,24063.18526782798
2024-01-24,24526.251227117016,-0.01685878545065922,24622.213752406333,25216.136462636594,0.01772742356188654,39.07673036722091,-187.94877211964558,25688.034616271972,24055.78555562046
2024-01-25,25694.788838181328,0.04764436277861894,24710.945436859554,25239.668564923446,0.021668918163103883,58.40954857399272,-100.55762556173067,25788.51626067406,24010.699832236507
2024-01-26,26024.859548204688,0.0128458230227948,24912.096421235547,25267.171552291726,0.017733458884607374,59.75435388614127,-4.612395686155651,25974.4402126553,23930.907023584583
2024-01-27,25275.796752903294,-0.02878258743006612,25004.60587775984,25276.026018306384,0.021033602210673255,51.68277253599447,10.85663431409921,25943.2902687941,23940.014785938172
2024-01-28,25715.94543888654,0.01741384021584569,25120.61566933319,25294.11115701888,0.021435149035419838,51.11900785187993,57.964098474625644,26044.445132338504,23936.738951726013
2024-01-29,25115.039868029213,-0.02336704175568305,25158.701658471662,25323.485927395675,0.0231676171691753,52.466040522559105,46.275609204658394,26055.616369250794,23946.815692316417
2024-01-30,25634.346437959837,0.020677115093561405,25224.822105689815,25363.087380688503,0.023836812518487384,63.5961116196884,78.01676866904018,26035.456529255443,23956.285908326598
2024-01-31,26402.47679574191,0.029964889475185164,25407.714159270145,25416.866004723823,0.024222221939653284,66.0494780680369,163.2714746403435,26284.904633348204,23873.83363186248
2024-02-01,25887.178125863735,-0.01951705795879277,25522.350742002258,25430.658282377986,0.025687997955939207,59.93206780975392,187.09938201059413,26383.445356744163,23876.869466441723
2024-02-02,26536.54254048842,0.025084403231107943,25681.3225573376,25459.35741092376,0.026475632109416895,62.563144438837625,255.4369336011041,26605.16872699292,23803.012823902554
2024-02-03,26836.923548717725,0.011319523173412449,25912.38978949767,25489.77746962145,0.025179871971688344,62.88096772353951,330.02880591849316,26841.748848397234,23692.854693506764
2024-02-04,27415.29961392191,0.021551503999862165,26084.440867071728,25531.698111414065,0.02190747539095716,69.16620074133472,430.8469811017603,27223.65275046469,23571.733553466594
2024-02-05,28742.7436116619,0.048419824566348746,26356.229273417448,25614.456283753112,0.025591457402739284,73.33865499564178,610.8186112661788,27881.580435472148,23386.74525918084
2024-02-06,28595.158162683078,-0.005134702900071786,26688.16541439543,25679.711167023037,0.022485248561252315,71.42251605464301,733.0879311486387,28368.338076453052,23324.433215702215
2024-02-07,28084.923200027348,-0.017843404108937255,26925.063190509507,25724.73056331801,0.02434133518280664,70.67829926189579,779.8261997774753,28655.988525873086,23389.690333969607
2024-02-08,27488.45951219365,-0.021237860740638048,27162.405154925953,25747.086265565522,0.02403299355286125,61.16470418292239,759.9764442631567,28798.020234356394,23523.086579041214
2024-02-09,26955.313772008256,-0.019395257124135923,27294.501888330793,25770.242219758155,0.025240929127189962,55.6488064531517,693.2337967740386,28857.93455566354,23661.389438357062
2024-02-10,26930.31156653988,-0.00092754273535256,27347.285365410593,25774.28787513589,0.023735207772068487,61.01279049008955,631.0479705640173,28865.214836681906,23889.784687998832
2024-02-11,27186.925102440233,0.009528799370416063,27477.260063068235,25801.665598443844,0.022524307074567245,60.036360760465406,595.6060472454956,28887.215363023268,24112.395442047226
2024-02-12,27402.17132849066,0.007917269983250375,27563.82294186846,25825.256135844957,0.021464294535512435,66.47173827220257,578.2212644188148,28924.735477279508,24320.410021926546
2024-02-13,27996.238927572715,0.021679581225900524,27679.754479753967,25831.483802799747,0.0221277202848981,66.82893948809362,605.4012998583748,28951.365834388896,24640.778434862732
2024-02-14,28033.335268288396,0.0013250472969477123,27741.558045190613,25851.61112701116,0.021300371574611985,62.971488071010505,622.7562915577619,29070.468105448414,24755.530806813924
2024-02-15,29080.053806277516,0.03733835192893298,27775.289064652177,25899.784938208923,0.018781409272003172,73.41593979675434,712.7554841925084,29385.028953548248,24746.489384521377
2024-02-16,28916.72798631482,-0.005616420830948932,27807.44604701535,25942.829886864376,0.01880042668472308,68.79578157313142,762.1162621948715,29546.986806081844,24948.624655328935
2024-02-17,30912.10451097696,0.06900422916474058,28090.16417811031,26031.98470857889,0.027178966349200844,75.38516850949483,951.2794861048715,30215.889337886085,24799.338030733732
2024-02-18,31426.53397656838,0.01664168369412522,28483.971624547783,26151.40993931456,0.024890863091048734,75.1874937419197,1129.680607664388,30813.765687339463,24832.611092134273
2024-02-19,30784.52323379523,-0.02042893891040709,28866.89257072648,26256.613205144484,0.025045468993368198,64.02838207824195,1205.3651808853647,31163.216146149753,24998.17831290752
2024-02-20,29991.134882342543,-0.02577231245152778,29172.97490230674,26358.995527925104,0.02773921981058463,58.8095142153317,1187.635616986645,31349.110837708267,25171.149430009067
2024-02-21,30382.87339928908,0.013061810381079564,29492.56973199163,26462.825580764063,0.0277386102238692,64.72172398653447,1191.46042021858,31500.248777470057,25469.581017589808
2024-02-22,30243.520234788175,-0.004586569633146298,29776.70462262138,26574.945521281796,0.028196842831866433,68.74825405778074,1169.7626726455928,31636.65752212303,25703.870042366812
2024-02-23,30813.610964791038,0.018850012352302326,30058.44182634321,26678.881253497457,0.02808353538089794,76.1244448650456,1184.9097073092016,31851.138596762612,25887.057709334556
2024-02-24,31208.978577193604,0.012830940614338537,30376.006157233736,26800.244232481327,0.027924713983633515,77.58713459946954,1214.8130943477408,32132.665122677674,25984.89907974666
2024-02-25,31183.36465639808,-0.0008207228164218705,30586.33724224579,26924.640563311055,0.026517523193727768,76.55856776692526,1222.3543743361552,32392.559164694798,25969.067142203163
2024-02-26,30554.401088572624,-0.020169842951710093,30750.104552471574,27025.804213722924,0.02768004892183323,69.85646311545986,1164.159088297285,32534.52501528735,26023.025584199568
2024-02-27,29427.82424738712,-0.03687118061714667,30601.676526112587,27119.617595759384,0.020037974324101395,58.450866858374006,1015.4283430919495,32553.028184818497,26138.812519404397
2024-02-28,29128.75298330304,-0.010162873801675576,30371.898426786054,27204.141453565397,0.018603433212020876,56.272415089570174,863.4720362595035,32516.753258245797,26339.116793088037
2024-02-29,29781.527459662517,0.022409969858086853,30271.598849372785,27284.947149202417,0.02014047989416661,54.206445424865926,786.6509901458376,32432.09627349715,26706.395146602114
2024-03-01,29970.709955116068,0.006352343603255095,30269.556356650137,27389.71097791563,0.018631952076741627,56.30075216878622,732.5903583249237,32303.21052734632,27139.320731610558
2024-03-02,29067.288774655746,-0.030143469467799666,30137.9978941868,27473.62850248651,0.020230392734297182,37.31559255333228,609.8187679062903,32131.978502870537,27498.589123307902
2024-03-03,29222.203562979867,0.005329523146279547,30035.86622700597,27556.915068478258,0.020452835058756485,34.055401599025686,519.0385731379865,31950.873109919223,27861.69773970813
2024-03-04,29532.9213392126,0.010632934493221002,29907.797264448127,27636.11942248986,0.01961465299849212,40.49104487948431,466.7861226556015,31831.570549087657,28134.66854170368
2024-03-05,28909.88195709166,-0.0210964359050283,29677.887602437928,27718.167621758712,0.019299847742112016,41.56697613501795,370.82694581039686,31715.385976865582,28338.50778280609
2024-03-06,29049.89620571692,0.004843127648638257,29464.540757369814,27818.898551784157,0.019596960902934966,39.178801447285885,302.58853426007045,31717.488664924258,28333.38933469135
2024-03-07,29121.220032650737,0.0024552179611498914,29321.222651777625,27914.308908683965,0.019195046776439954,40.78733446483274,251.36673893461557,31701.776841978208,28369.550362270988
2024-03-08,28318.22401433564,-0.027574257445765582,29210.26262847248,27989.556438507614,0.017620250121923416,30.27043114660937,144.3144620598032,31684.835128114206,28127.10402647086
2024-03-09,28599.83980384599,0.009944684008707183,29157.371310526774,28066.869635051647,0.017944516009780462,28.99320450336019,81.26206353409361,31482.9615622412,28046.308175071626
2024-03-10,29029.398334115016,0.015019613159205969,29082.158397972024,28147.99476241838,0.016967521463821425,33.71703281123973,65.20275014043727,31354.68726884739,27999.06997849742
2024-03-11,29844.43588130897,0.02807628107938198,29069.530990591313,28253.412354845786,0.01942823488990125,44.77985503135925,116.89485594560392,31342.844300669694,27996.24304657176
2024-03-12,30660.533511528967,0.027345051300872614,29228.85546427864,28371.806779105515,0.018057402581004654,59.49733366957987,221.16403919004733,31385.997985396036,27980.855373069408
2024-03-13,29635.192099439115,-0.033441734198927264,29270.15431792456,28465.574133351594,0.021859522536643756,53.50912314695583,218.54241439501857,31335.062692163538,27970.957852767
2024-03-14,28970.011661199835,-0.022445625997878027,29213.86335012329,28554.449342033255,0.022825620186627208,44.386647194800844,160.9350960277443,31175.808022221678,27945.85259234974
2024-03-15,29371.996115285136,0.013875881680216473,29260.07476594263,28627.993487575328,0.022191789629394557,45.97705760970431,146.03427488608577,30886.11448386434,28051.847884516228
2024-03-16,29778.64108525746,0.013844648772805224,29332.94925389668,28703.069118316384,0.022508796014196312,55.121720139432,165.1345490904314,30577.270703448143,28220.219307818363
2024-03-17,30191.855231150217,0.013876192157651124,29440.012773746636,28801.39028788132,0.022782519365633525,56.73110611471343,211.18022799308164,30493.63109706676,28267.604328457503
2024-03-18,33130.07487163989,0.09731828726636804,29921.19785947706,28949.67287653639,0.03473693643584665,68.29631460699838,479.2371816112209,31579.115025088948,27552.345462860583
2024-03-19,33636.04608058086,0.015272262767329181,30424.818487150547,29120.093000787423,0.03466871839109916,74.32856417663582,724.154296622306,32490.642585905374,27091.547211771944
2024-03-20,34624.580581677415,0.029389141004515063,30984.336711906788,29299.897683661777,0.03488046176891747,76.39098705591547,986.6459076543906,33491.43793289057,26575.057176988237
2024-03-21,35485.002935637414,0.024850044087330048,31548.393417339634,29481.548206459684,0.0347949186749658,78.03226403593817,1249.6955809138963,34539.25366347904,26078.670744451912
2024-03-22,36098.35345019392,0.01728478128264488,32092.175411206124,29685.771712946287,0.03463942012970734,84.8535469375522,1490.475330857742,35570.36573618555,25750.665139299213
2024-03-23,35849.934288019045,-0.006881731116008649,32713.649630064123,29872.039547896897,0.0311900367885374,82.57597856253689,1642.318047012246,36365.746594075354,25618.057353913337
2024-03-24,36566.009139339876,0.019974230512331603,33473.24937787812,30066.621259709344,0.02749640314064515,83.01334065951599,1799.690042999202,37213.0189683184,25474.09375968301
2024-03-25,35896.09680203188,-0.01832063036343945,34125.6594465528,30236.23720347154,0.03051710453860172,76.85004662451104,1849.0376022008968,37780.00284145763,25605.7313710378
